words	cates	weights	nums
利用假期	n_new	2	7.76
主阵地	n_new	2	7.76
地下水开采	n_new	2	7.76
口腔医学	n_new	2	7.76
正常付息	n_new	2	7.76
联系地址	n_new	2	7.76
准备饭菜	n_new	2	7.76
节来临	n_new	2	7.76
创作灵感	n_new	2	7.76
教育感化	n_new	2	7.76
部分生产线	n_new	2	7.76
生活节奏	n_new	11	41.9
人民检察院认为	n_new	2	7.76
自然箱	n_new	2	7.76
苏浙	n_new	2	7.76
减量发展	n_new	2	7.76
严重超员	n_new	8	23.59
热心律师	n_new	2	7.76
不止一个	n_new	2	7.76
个人三等功	n_new	4	15.52
创作素材	n_new	2	7.76
最高亩产	n_new	2	7.76
工作衔接	n_new	2	7.76
生态旅游业	n_new	2	7.76
区位特色	n_new	2	7.76
东海大部	n_new	5	15.35
标准答案	n_new	2	7.76
原始创新	n_new	2	7.76
中华老字号	n_new	2	7.76
复制推广	n_new	2	7.76
验证技术	n_new	2	7.76
购房者	n_new	2	7.76
只见老人	n_new	2	7.76
耽搁几	n_new	2	7.76
实施抓捕	n_new	2	7.76
一次性发售	n_new	4	7.76
官方售价	n_new	4	7.76
浮海	n_new	2	7.76
传统造纸	n_new	2	7.76
实体门店	n_new	4	7.76
北极地区	n_new	2	7.76
核心要义	n_new	2	7.76
尾气排放	n_new	4	15.52
南锣鼓巷地区	n_new	2	7.76
低价租	n_new	2	7.76
手机信号	n_new	4	15.52
推进水污染	n_new	2	7.76
西藏西南部	n_new	2	7.76
放弃麻将	n_new	2	7.76
乡土文化	n_new	2	7.76
福建莆田	n_new	2	7.76
收款依据	n_new	2	7.76
火警信息	n_new	2	7.76
暗访工作	n_new	2	7.76
造纸文化	n_new	2	7.76
蓝色预警	n_new	27	43.41
突发心脏病	n_new	2	7.76
高铁沿线	n_new	6	23.28
就近租房	n_new	2	7.76
购票标准	n_new	2	7.76
湖北襄阳	n_new	4	15.52
温室气体	n_new	2	7.76
海况	n_new	2	7.76
家庭和睦	n_new	2	7.76
车头已经	n_new	2	7.76
递烟	n_new	2	7.76
黑臭	n_new	22	31.29
朝阳门街道	n_new	2	7.76
李天际	n_new	2	7.76
创业园区	n_new	2	7.76
推进疏解	n_new	2	7.76
水污染防治	n_new	12	34.96
李丹青	n_new	2	7.76
美容店	n_new	2	7.76
区域联防	n_new	2	7.76
疼痛感	n_new	2	7.76
一边安抚	n_new	2	7.76
逗孩子	n_new	2	7.76
毒贩交代	n_new	2	7.76
羌藏	n_new	2	7.76
白洋淀生态	n_new	2	7.76
持续性降雪	n_new	2	7.76
碳排放量	n_new	2	7.76
滴鼻	n_new	2	7.76
巡游出租汽车	n_new	2	7.76
继电器工区	n_new	2	7.76
手机通讯录	n_new	2	7.76
犬猫	n_new	4	7.76
低龄未成年人	n_new	2	7.76
重度脑积水	n_new	2	7.76
烫发	v	15	9.33
737MAX	n	27	27.8
倩岚	nr2	10	15.34
市场秩序	n_new	6	7.66
公民个人	n_new	10	15.73
地震台网	n_new	6	7.66
15万	m	51	78.93
2019	m	269	291.24
银行网点	n_new	3	7.59
消费潜力	n_new	3	7.59
绿化委员会	n_new	3	7.59
分管领导	n_new	8	25.71
专题报告	n_new	6	15.18
不利影响	n_new	15	31.92
前沿技术	n_new	5	15.35
初中毕业	n_new	8	20.47
全国首创	n_new	3	7.59
代表联名	n_new	3	7.59
发布公告	n_new	3	7.59
引来一	n_new	3	7.59
处于弱势	n_new	3	7.59
新品消费	n_new	3	7.59
红十字会医院	n_new	3	7.59
湖南岳阳	n_new	3	7.59
网络流量	n_new	3	7.59
分局嘉奖	n_new	3	7.59
广东省消委会	n_new	3	7.59
身高体重	n_new	3	7.59
剩7	n_new	3	7.59
地产商	n_new	3	7.59
12	m	568	137.41
磋商	vn	8	10.68
绿皮	n_new	5	7.45
浇筑	vn	22	25.93
同期相比	n_new	9	15.38
居住环境	n_new	4	7.38
利率上浮	n_new	4	7.38
行业自律	n_new	8	23.4
海豚	n	31	33.31
洞窟	n	5	7.38
坝基	n	11	14.68
30万	m	114	122.84
蔚然	nr2	10	14.72
134万	m	6	7.33
9	m	498	133.93
生动体现	n_new	3	7.2
持续阴雨	n_new	5	7.2
30	m	826	160.27
红黑名单	n_new	2	6.76
服务业扩大开放综合试点	n_new	15	6.72
违法占用应急车道	n_new	8	6.6
铅中毒	n	7	6.58
15	m	481	135.42
打入	v	17	26.84
火鸡	n	4	6.5
旷工	vi	11	13.83
牛皮癣	n	4	8.74
300	m	322	149.13
首发式	n	6	6.3
联名	vi	16	15.54
中小银行	n	6	6.24
穿戴	v	35	49.2
拱坝	n	6	9.73
10万+	m	7	12.3
2016年	t	623	149.52
10000	m	41	63.92
慢车	n	6	7.73
樟水	nr2	3	5.95
韶钢	nr2	3	5.95
4000	m	137	156.72
烙铁	n	17	9.44
62万	m	6	10.05
50	m	497	124.86
李敏	nr	16	5.79
14	m	318	101.55
11	m	405	112.91
18	m	343	99.41
烫头	v	6	5.33
伪科学	n	6	8.92
漆布	n	9	5.15
500	m	319	128.83
拖拉机	n	13	19.67
产科	n	21	27.01
冤屈	n	5	6.74
自尽	vi	5	6.74
驯兽师	n	4	5.14
脑积水	n	9	11.88
矩阵	n	7	9.94
8万	m	51	39.23
造纸	vn	6	6.71
宫殿	n	17	20.15
上诉书	n	5	5.11
刑事附带民事诉讼	n_new	6	5.07
13	m	378	106.3
希尔文	nrf	12	5.03
jane	nz	3	4.96
挤占	v	11	16.71
深有感触	vl	11	17.02
易于	vd	6	9.76
借款人	n	31	39.72
重镇	n	8	11.91
所里	n	10	15.15
原作	n	3	4.96
发电量	n	7	11.67
化装	v	9	14.38
白马	n	14	14.13
承包田	n	3	4.96
公婆	n	9	13.3
淬火	vn	7	10.1
河豚	n	3	4.96
转租	v	4	6.56
定型	vn	7	8.09
国语	n	4	6.48
失事	vn	32	44.37
侦察	vn	15	20.92
病根	n	5	6.46
辟谣	v	25	41.31
着火点	n	19	18.29
柠檬精	n	4	6.4
2017	m	55	65.35
16	m	417	106.65
645万	m	6	6.56
60万	m	53	75.24
饮用	v	32	35.66
3万	m	151	91.03
soho	n	4	6.47
1500	m	67	107.91
浙江在线	ntzj	10	13.64
1万	m	186	94.59
存单	n	33	16.94
龙虾	n	97	31.66
小婷	nr2	8	12.05
5634	m	5	4.27
shui	n	2	4.21
shuo	n	2	4.21
cA770	n	2	4.21
soho3Q	n	2	4.21
25000	m	7	12.6
10kV	n	2	4.21
4.50%	m	5	9.97
1800	m	29	53.27
民勤	nr2	2	4.21
威坪	nr2	2	4.21
500kV	n	2	4.21
300亿	m	10	16.66
5633	m	5	6.01
核能	n	3	4.08
40	m	556	122.65
旗帜鲜明	vl	13	18.98
雕饰	v	5	7.06
90%	m	97	66.08
亩产	vn	13	19.67
党章	n	6	8.59
初具规模	vl	9	10.7
阅历	n	12	16.81
出狱	vi	27	32.21
仲裁委	n	6	8.9
稀土	n	15	11.2
工区	n	25	30.14
皮衣	n	7	7.87
财宝	n	3	3.79
收纳	vn	20	17.33
基线	n	5	5.94
自由职业者	n	4	5.39
产床	n	4	5.39
140	m	35	28.55
70%	m	84	63.41
付息	vi	8	10.19
调换	v	5	8.59
坝体	n	3	5.39
外号	n	4	6.99
配色	v	6	5.38
潘国平	nr	20	3.77
缉毒	vn	38	32.59
212	m	11	7.77
10%	m	114	78.38
150	m	115	85.85
250	m	15	14.44
剧毒	n	7	10.42
鼠药	n	3	3.71
上浮	v	18	18.67
80%	m	79	63.19
12月	t	573	118.24
24	m	347	77.36
巡逻队	n	13	5.13
亚太地区	n	3	5.11
削减	v	14	22.01
教职工	n	26	36.01
章程	n	15	21.8
全队	n	3	5.11
摊主	n	9	9.15
再造	v	11	17.33
席卷	v	10	15.02
治水	vi	33	39.26
扶助	v	13	20.35
琳琅满目	vl	8	12.34
词典	n	9	11.48
老先生	n	3	5.11
看守	v	12	18.59
说不清	vl	10	15.57
国籍	n	21	22.42
求援	vi	6	9.91
扣留	v	13	17.49
体育运动	n	8	13.11
没法	v	27	36.25
季节性	n	6	9.91
荆棘	n	11	18.97
打断	v	5	8.31
水池	n	17	24.57
父辈	n	25	38.39
戈壁滩	n	9	12.92
孕产妇	n	34	34.92
毒瘾	n	12	18.48
苗子	n	8	12.06
大将	n	6	7.59
农业局	n	11	12.8
敬畏	v	41	33.39
卖淫	vi	30	24.71
谈判桌	n	2	3.51
潜水	vi	65	37.92
歌舞剧	n	3	5.11
人烟	n	6	8.86
浸润	v	10	15.26
抵押物	n	3	5.11
栋梁	n	3	5.11
盐业	n	2	3.51
童工	n	4	7.02
怀胎	vi	4	6.71
静默	vi	2	3.51
便装	n	3	5.11
上交所	n	21	16.89
信贷员	n	2	3.51
分库	n	2	3.51
试验班	n	2	3.51
冷饮	n	5	8.62
五位一体	nl	12	17.11
药水	n	9	14.13
议定	v	3	5.11
中轴线	n	16	21.8
洞口	n	9	15.02
渐进式	n	5	4.54
禁猎	vn	3	5.11
捣乱	v	4	6.71
刀片	n	33	34.49
和面	vi	4	6.71
黄芪	n	2	3.51
老爷爷	n	7	12.27
求助信	n	3	5.11
逆耳	vi	2	3.51
玩意	n	8	13.7
坚称	v	21	32.38
年逾花甲	vl	3	5.11
苦尽甘来	vl	4	6.71
打药	vi	7	11.67
原点	n	3	5.11
同桌	v	3	5.11
白菜心	n	2	3.51
拉面	n	7	10.81
操作员	n	4	7.02
沾亲带故	vl	3	5.11
汽缸	n	2	3.51
能文能武	vl	2	3.51
花生油	n	2	3.51
料酒	n	2	3.51
绿头鸭	n	2	3.51
皮张	n	2	3.51
市集	n	4	6.71
娜娜	nr2	24	12.33
工资表	n	4	7.02
监察权	n	3	5.11
国东	nr2	5	3.47
黄静英	nr	16	3.42
苦难	n	21	29.89
尾气	n	12	15.83
要义	n	11	13.85
老头	n	6	8.22
炉子	n	8	11.42
出山	vi	3	3.42
转手	vi	9	13.02
工场	n	13	6.62
北京市服务业扩大开放综合试点	n_new	6	3.35
发电机组	n	9	8.48
32	m	131	55.34
第四十四	m	4	5.25
3亿	m	31	18.69
日光	n	11	4.85
511万	m	4	3.25
西湖女子巡逻队蜕变	n_new	3	2.99
华电	nz	8	2.99
负二	m	3	2.97
50%	m	142	103.87
430	m	5	5.08
13%	m	25	13.72
40%	m	65	53.12
57%	m	5	6.81
1.5	m	32	25.37
大伯子	n	2	2.95
23	m	150	61.15
110	m	146	87.73
礼堂	n	5	2.92
25	m	303	92.16
2.55万	m	2	2.92
shuai	n	1	2.88
jing	n	1	2.88
geng	n	1	2.88
6628	m	1	2.88
十一五	m	3	7.09
九九	m	2	4.8
90	m	409	78.64
逆差	n	4	2.71
刀尖	n	10	10.38
拨动	v	6	4.29
杜桂英	nr	17	2.67
收容	v	69	18.66
结存	n	5	2.67
19	m	225	76.07
30亿	m	17	29
1.20%	m	5	8.35
1199	m	4	2.59
50000	m	8	12.86
25.7万	m	3	4.51
626689.86	m	2	2.59
21000	m	4	6.43
4.18%	m	2	2.59
7000亿	m	3	4.51
六百	m	4	6.43
89.20%	m	6	7.77
1058	m	3	4.51
21	m	236	77
27	m	135	54.65
22	m	184	66.27
58	m	49	22.4
1600	m	34	52.03
5259	m	4	4.45
35	m	141	60
专程	d	23	14.58
红梅	n	5	5.68
约见	v	3	2.48
羚羊	n	7	6.56
制造厂	n	8	9.43
高远	a	3	2.48
鼻炎	n	8	9.04
连作	v	3	2.48
1.2	m	19	11.61
72	m	66	28.21
张鸿	nr	9	2.45
张榜	vi	4	5.63
列队	vi	6	9.14
众说纷纭	vl	6	8.83
入主	v	2	2.43
可可	n	4	2.43
超车	vi	22	31.24
远亲	n	6	8.06
青云	n	2	2.43
疑云	n	2	2.43
高个子	n	3	4.03
龙舞	n	2	2.43
华光	nz	4	2.43
脚力	n	2	2.43
建设司	n	5	4.03
5日	t	164	5.74
老将	n	4	7.36
招手	vi	9	12.55
做手脚	vi	4	7.2
同化	vi	2	4
自言自语	nl	3	5.6
二传手	n	2	4
预告	v	9	14.4
生意经	n	3	6.4
粳米	n	1	2.4
不出所料	vl	2	4
吐故纳新	vl	1	2.4
空架子	n	1	2.4
家法	n	3	4.55
百宝箱	n	1	2.4
豆芽菜	n	1	2.4
108	m	13	10.16
周健	nr	23	2.28
6万	m	90	58.13
95%	m	33	23.33
42	m	55	27.1
籽	ng	6	3.34
领导人	n	17	26.21
品格	n	21	26.59
膨胀	vi	14	20.65
农牧业	n	13	15.9
渎职	vi	9	12.3
忠于	v	3	3.75
动画片	n	24	30.61
解剖	v	43	23.13
职守	n	4	5.35
人头	n	25	32.74
先烈	n	28	31.11
字典	n	4	5.35
娱乐业	n	2	2.15
电源	n	10	14.52
领海	n	6	7.5
包户	v	3	3.75
工贸	n	4	5.35
熄灭	v	10	14.52
山庄	n	30	17.57
佣金	n	31	31.76
搬走	v	18	25.34
据为己有	vl	10	12.52
金榜	n	2	2.15
插座	n	18	11.6
扬尘	n	27	34.56
佳音	n	3	3.75
猎捕	v	28	21.83
幻灯片	n	6	8.55
换钱	vi	2	2.15
宁死不屈	vl	2	2.15
洋为中用	vl	2	2.15
直视	vn	2	2.15
大曲	n	2	2.15
折中	v	5	7.26
吹风	vn	9	13.51
开腔	vi	3	3.75
说谎	vi	3	3.75
反躬自省	vl	4	5.35
松香	n	2	2.15
咽喉炎	n	2	2.15
锡箔	n	2	2.15
吹风机	n	5	7.26
龙洞	n	4	3.75
吊带	n	2	2.15
插秧机	n	8	8.14
蜘蛛	n	8	6.24
税款	n	30	37.09
怀抱	n	19	27.63
体育场馆	n	4	3.71
单机	n	7	6.19
选拔赛	n	9	9.39
计息	v	5	5.62
德智体	n	10	11.49
坝段	n	4	3.71
求人	vi	4	3.71
晚婚	vi	15	20.22
晚育	vi	4	3.71
营口港	nt	7	2.11
oSF	n	2	2.11
cui	n	2	2.11
v2V	n	2	2.11
800	m	91	63.93
839	m	2	2.11
143	m	4	4.22
第3	m	23	13.69
141	m	4	4.22
4万	m	92	53.41
180	m	31	25.4
109	m	29	16.56
327	m	5	3.38
130	m	44	33.42
6月8日	m	4	4.22
1.6	m	8	8.41
43%	m	2	2.11
0.7	m	84	63.41
3	m	1779	293.19
101	m	9	8.6
1.3	m	2	2.11
485	m	2	2.11
擤	v	6	2.1
64	m	44	17.65
罩	v	9	4.38
自费	d	22	13.47
128	m	16	12.64
新片	n	7	4.53
有意	d	24	11.51
52	m	40	20.48
48	m	72	29.8
3D	n	84	24.57
王春艳	nr	11	1.98
adidas	n	2	1.92
kanye	n	2	1.92
k3852	n	1	1.92
k3842+600m	n	1	1.92
k3863+500m	n	1	1.92
k3847	n	1	1.92
mODA	n	1	1.92
boyLondon	n	1	1.92
hilfiger	n	1	1.92
kevin	n	1	1.92
iWRB	n	1	1.92
cA72	n	1	1.92
cA772	n	1	1.92
cA770TJ	n	1	1.92
b3XXXX	n	2	1.92
mcKinney	n	1	1.92
ibase	n	1	1.92
wedo	n	1	1.92
workingdom	n	1	1.92
saaS	n	2	3.84
officezip	n	1	1.92
eASYWORK	n	1	1.92
9441	m	1	1.92
4058	m	1	1.92
280万	m	6	11.52
130亿	m	1	1.92
2108	m	2	3.84
11882	m	1	1.92
8222	m	1	1.92
2.60%	m	3	3.84
7.60%	m	7	13.44
10.45%	m	1	1.92
40.50%	m	6	11.52
12417	m	3	3.84
77cm	n	1	1.92
47cm	n	1	1.92
80kg	n	1	1.92
祥龙	nr2	1	1.92
29.2	m	1	1.92
363.3	m	1	1.92
179.8	m	1	1.92
1.51亿	m	1	1.92
24kV	n	1	1.92
35kV	n	1	1.92
20.68	m	1	1.92
110.03	m	1	1.92
一尾尾	m	1	1.92
1300	m	44	74.48
2.07万	m	1	1.92
6.80%	m	5	9.6
2.7万	m	6	9.6
10亿	m	21	33.28
94.40%	m	1	1.92
36万	m	7	13.63
45万	m	14	19.95
1.9万	m	9	15.11
照镜	nr2	1	1.92
933	m	1	1.92
9172	m	1	1.92
5300	m	9	13.44
737max8	n	14	16.14
毛翊	nr2	1	1.92
16.95%	m	1	1.92
72.79%	m	1	1.92
潮蒙	nr2	1	1.92
6321	m	1	1.92
3803	m	1	1.92
4300	m	6	11.52
19.9	m	6	5.12
542%	m	1	1.92
283%	m	1	1.92
12.5	m	4	7.68
160%	m	8	8.41
3.71万	m	1	1.92
2.28万	m	1	1.92
2.90%	m	5	9.6
4500	m	33	51.11
一群群	m	2	3.84
三点一	m	2	1.92
1399	m	3	3.84
三五百	m	2	1.92
2999	m	2	1.92
58888	m	2	1.92
1400	m	21	34.16
7000	m	76	104.09
2.3万亿	m	2	1.92
1708亿	m	2	1.92
1340亿	m	2	1.92
9149万	m	2	1.92
652亿	m	2	1.92
4311	m	3	3.84
3250	m	1	1.92
5500	m	6	11.52
马婧	nr2	4	5.76
0.07	m	16	11.97
8800%	m	44	20.31
22000	m	1	1.92
4%-10%	m	1	1.92
72.3	m	3	3.84
300万	m	39	65.63
4700	m	3	5.76
14亿	m	14	21.12
勇立	nr2	1	1.92
2019-2025	m	6	11.52
6.60%	m	10	17.99
1361万	m	3	5.76
1.3万亿	m	3	6.13
9.80%	m	3	5.76
7.50%	m	4	7.68
6%-6.5%	m	2	3.84
1100万	m	13	25.52
5.50%	m	3	5.76
2万亿	m	16	15.9
1.8万亿	m	2	3.84
1万亿	m	9	14.11
四川在线	ntsc	10	9.36
7860亿	m	1	1.92
18.1万	m	4	5.76
11450	m	6	9.6
无水	nr2	1	1.92
晓松	nr2	1	1.92
1.86万亿	m	2	1.92
2.11万亿	m	1	1.92
1.76万亿	m	1	1.92
2.32万亿	m	1	1.92
1.33万亿	m	1	1.92
8.70%	m	4	7.68
1.05万亿	m	1	1.92
11.50%	m	2	3.84
1.15万亿	m	1	1.92
7144.42亿	m	1	1.92
13.4亿	m	2	3.84
3.17亿	m	2	3.84
8.97亿	m	1	1.92
2.04亿	m	2	3.84
5.90%	m	6	11.89
756.02亿	m	1	1.92
16.40%	m	4	7.68
738.25亿	m	1	1.92
3.20%	m	5	9.6
574.29亿	m	1	1.92
15411	m	1	1.92
12803	m	1	1.92
131.8万	m	1	1.92
319.4亿	m	1	1.92
188.5亿	m	1	1.92
27.2万	m	1	1.92
6.63万	m	2	3.84
10.08亿	m	1	1.92
代超	nr2	1	1.92
2049	m	1	1.92
2718	m	1	1.92
5049	m	1	1.92
2022	m	5	9.6
5000万	m	15	23.21
31.55	m	1	1.92
119.1	m	1	1.92
883500	m	1	1.92
8.8万	m	5	7.68
302万	m	3	5.76
110万	m	11	17.65
绵泽	nr2	1	1.92
28000	m	1	1.92
59万	m	2	3.84
大邦	nr2	1	1.92
77万	m	1	1.92
第三十三	m	4	5.76
591157.2	m	1	1.92
210万	m	14	13.28
第一百五十五	m	2	1.92
两三万	m	5	9.6
7594	m	1	1.92
7.7亿	m	1	1.92
1516	m	1	1.92
2530	m	1	1.92
4751.2万	m	1	1.92
1425	m	3	5.76
2546	m	1	1.92
9520	m	1	1.92
648万	m	1	1.92
12345	m	46	54.23
12328	m	5	9.97
7:30-23:30	m	1	1.92
5:00-24:00	m	1	1.92
23:00	m	3	5.76
2:00	m	6	8.54
2919	m	2	3.84
15.6万	m	2	3.84
15.0万	m	1	1.92
1021	m	1	1.92
2753万	m	1	1.92
1446万	m	1	1.92
52.54%	m	1	1.92
1104万	m	1	1.92
560万	m	1	1.92
50.76%	m	1	1.92
92.30%	m	3	5.76
96.60%	m	3	5.76
96.50%	m	2	3.84
96.10%	m	2	3.84
96.20%	m	1	1.92
95.60%	m	3	3.84
2015	m	14	23.78
4473	m	1	1.92
3529	m	1	1.92
5537	m	2	3.84
5534	m	1	1.92
5483	m	1	1.92
4450	m	2	3.84
4166	m	1	1.92
47000	m	1	1.92
2130	m	1	1.92
1049	m	1	1.92
17700	m	1	1.92
22100	m	1	1.92
56.70%	m	4	7.68
6300	m	9	8.9
2800	m	16	27.57
20%C30%	n	1	1.92
15%C20%	n	1	1.92
1万2千	m	2	3.84
5.7万	m	4	8.05
57519	m	1	1.92
83668	m	1	1.92
34000	m	1	1.92
429万	m	1	1.92
12306	m	17	20.82
14.4万	m	1	1.92
134.6万	m	1	1.92
3.4万	m	4	8.05
79.30%	m	5	7.68
1062	m	2	3.84
6.70%	m	11	18.36
3895	m	1	1.92
1482	m	1	1.92
宏恩	nr2	2	3.84
100.17万	m	1	1.92
小青	nr2	1	1.92
25814	m	1	1.92
上几十	m	1	1.92
恒隆	nr2	1	1.92
196万	m	1	1.92
4000万	m	14	24.03
二三四	m	1	1.92
1789	m	2	1.92
十年	nr2	1	1.92
国平	nr2	1	1.92
第38	m	8	14.48
一亿五千万	m	1	1.92
54-69cm	n	1	1.92
2.5kg	n	1	1.92
8500	m	10	11.32
4.26%	m	1	1.92
16500	m	1	1.92
25080	m	1	1.92
8580	m	1	1.92
4.20%	m	5	9.6
2.28%	m	1	1.92
成千	m	1	1.92
百十	m	4	7.68
五十二	m	2	3.84
石洞	nr2	1	1.92
恒银	nr2	1	1.92
4588	m	1	1.92
856.62	m	1	1.92
818.75	m	1	1.92
800.91	m	1	1.92
793.48	m	1	1.92
624.43亿	m	2	1.92
818万	m	1	1.92
340万	m	2	3.84
木模	nr2	1	1.92
39.86	m	1	1.92
118.83	m	1	1.92
千龙网	ntbj	2	3.84
12338	m	4	8.05
3000亿	m	4	8.05
1200	m	67	98.61
福兴	nr2	1	1.92
666万	m	1	1.92
615万	m	1	1.92
2552189	m	1	1.92
104万	m	12	9.93
玖润	nr2	1	1.92
1.2万	m	37	56.5
景然	nr2	2	3.84
标普	nr2	1	1.92
惠誉	nr2	1	1.92
81.00%	m	4	7.68
64.02万	m	1	1.92
43.30%	m	2	3.84
95.20%	m	1	1.92
40.47	m	1	1.92
77.45	m	1	1.92
景怡	nr2	1	1.92
137.50%	m	1	1.92
一枚枚	m	1	1.92
1800万	m	4	6.43
佰仁	nr2	1	1.92
8090	m	1	1.92
8月10日	m	11	13.44
燕军	nr2	1	1.92
1800亿	m	4	7.68
60亿	m	5	9.97
70亿	m	9	14.49
248.6亿	m	1	1.92
141.9亿	m	1	1.92
贾荔	nr2	1	1.92
刘婧	nr2	4	7.68
昌景	nr2	1	1.92
145.2	m	1	1.92
123.7	m	1	1.92
89.70%	m	2	3.84
111.7	m	1	1.92
合福	nr2	2	3.84
常河	nr2	1	1.92
39.6	m	1	1.92
192	m	11	6.54
2648	m	1	1.92
62.668986万	m	2	3.84
良承	nr2	1	1.92
第三十一	m	3	5.76
第九十	m	1	1.92
第八十二	m	2	3.84
16-18	m	4	4.51
0.048	m	4	5.76
0.627	m	5	7.68
19.80%	m	3	5.76
181.2万	m	1	1.92
12.5万	m	2	3.84
1.7万	m	11	22.23
35.16%	m	2	3.84
45.45%	m	1	1.92
澄亮	nr2	1	1.92
42万	m	10	15.26
24万	m	10	14.05
17.8	m	1	1.92
7月10日	m	3	5.76
13-14	m	3	6.13
598亿	m	1	1.92
6210亿	m	1	1.92
8913亿	m	1	1.92
18978	m	2	1.92
2005	m	3	4.84
1979	m	3	5.76
44.03亿	m	2	3.84
3.55亿	m	1	1.92
31.58%	m	2	3.84
49.20%	m	2	3.84
20.34%	m	1	1.92
4.92万	m	1	1.92
1.22万	m	3	5.76
17.66万	m	2	3.84
324.03	m	2	3.84
31.61	m	2	3.84
晓静	nr2	1	1.92
777-300ER	n	1	1.92
21:13	m	1	1.92
2:55	m	2	3.84
76.23%	m	1	1.92
78.25%	m	1	1.92
95.03%	m	1	1.92
14万	m	20	34.04
157.97%	m	1	1.92
106.42%	m	1	1.92
146万	m	1	1.92
云贵	nr2	7	11.84
1940	m	2	3.84
25.5	m	1	1.92
第四十五	m	2	3.84
1359	m	3	5.76
57.1万	m	1	1.92
99.53%	m	1	1.92
5∶1	m	2	3.84
如民	nr2	1	1.92
3459	m	1	1.92
28.10%	m	3	4.51
3.80%	m	7	14.18
1308	m	2	3.84
2200	m	21	32.27
2600	m	13	22.23
社群	nr2	1	1.92
160亿	m	1	1.92
46.10%	m	3	5.76
23.70%	m	3	5.76
30.20%	m	4	6.43
19.70%	m	3	5.76
73.40%	m	2	3.84
39.9	m	2	3.84
君毅	nr2	1	1.92
180%	m	5	4.5
600亿	m	5	8.35
十一二	m	2	3.84
蔚妍	nr2	1	1.92
智鹏	nr2	1	1.92
纯锡	nr2	1	1.92
1759	m	1	1.92
银鸥	nr2	1	1.92
5077	m	1	1.92
130万	m	8	13.81
雪保	nr2	1	1.92
41.3亿	m	1	1.92
9.6亿	m	1	1.92
11cm	n	6	5.76
八万	m	2	3.84
87254	m	1	1.92
8700	m	1	1.92
1897	m	1	1.92
2849	m	1	1.92
6.1万	m	2	3.84
4.5万	m	15	19.69
21万	m	9	13.25
99.7万	m	1	1.92
52.6万	m	1	1.92
13.5万	m	6	9.6
三秦都市报	ntsa	1	1.92
660万	m	2	3.84
270亿	m	2	3.84
35亿	m	3	5.76
12亿	m	8	15.73
102万	m	2	3.84
5.04亿	m	1	1.92
11.20%	m	3	5.76
气冷	n	8	1.9
闭塞	a	3	1.89
正宗	b	4	1.87
显性	b	2	1.87
2013年	t	273	46.84
姚勤	nr	9	1.86
铲	v	20	8.01
亮丽	a	9	4.68
惊人	a	18	13.42
深圳	ns	220	22.98
已然	d	17	9.09
bai	n	5	1.82
侵	vg	49	10.79
激	v	12	4.59
强劲	a	17	13.29
欣喜	an	14	10.24
敏锐	a	7	5.98
简洁	a	7	5.39
默契	a	11	6.88
清澈	a	9	6.47
冷清	a	5	3.46
细微	a	2	1.75
结实	a	2	1.75
酷热	a	2	1.75
暖和	a	10	13.64
一清二楚	al	2	1.75
瘦弱	a	4	3.5
麻利	a	4	3.5
直率	a	2	1.75
孤单	a	2	1.75
勤恳	a	2	1.75
难闻	a	2	1.75
费劲	a	5	4.23
黄芳	nr	20	3.31
搓	v	7	2.97
28	m	220	79.15
卓	nr1	38	2.8
瞅	v	10	4.87
韦国远	nr	11	1.64
29	m	128	49.34
93	m	19	8.38
95	m	56	22.23
黄山	ns	21	1.63
棋	n	18	7.92
199	m	17	8.59
2月4日	m	4	1.63
52%	m	21	15.71
估	v	9	2.95
模	ng	24	10.69
邵	nr1	42	4.24
west	nz	2	1.6
日元	n	4	5.11
original	n	2	1.6
开幕式	n	26	34.41
tommy	nz	1	1.6
题词	vi	4	6.4
写作	v	31	40.19
邮电	n	3	3.2
根本性	n	8	13.27
johnson	nz	1	1.6
邯钢	n	1	1.6
赞助	v	6	9.91
征文	vn	8	11.51
品位	n	8	13.11
beer	n	1	1.6
金融业	n	20	20.15
客商	n	4	6.4
壮族	nz	12	10.05
阶级	n	11	16.69
现实主义	n	1	1.6
出发点	n	16	20.57
倾注	v	5	8
深表	v	8	11.2
开赛	vi	2	3.2
侨胞	n	19	10.07
扭亏	v	4	5.63
有识之士	nl	3	4.8
跻身	v	7	11.51
史学	n	3	5.11
摊点	n	2	3.2
力图	v	1	1.6
神话	n	20	24.93
总值	n	5	6.99
冶金	n	11	11.68
bOSS	n	1	1.6
国策	n	12	13.66
妥协	vi	7	10.15
迎战	v	2	3.2
耕耘	vi	3	4.8
寺庙	n	34	32.6
羽毛球	n	12	13.97
帝国主义	n	3	4.8
供应量	n	9	10.21
编导	n	3	4.8
城市化	v	57	42.26
篇章	n	10	16.31
巨资	n	6	9.91
防震	vn	2	3.2
校舍	n	48	54.27
副食品	n	2	3.2
外经贸	n	4	3.2
党团	n	2	3.2
航道	n	10	16.62
商厦	n	2	3.2
政界	n	4	6.4
neumann	n	1	1.6
探明	v	10	14.4
打法	n	3	5.11
中兴	nz	5	6.95
救国	vn	7	10.46
动向	n	8	13.42
铜牌	n	3	4.8
tony	nz	1	1.6
力作	n	3	4.8
测绘	vn	22	29.96
核电站	n	8	9.04
展品	n	18	24.54
歌颂	v	3	4.8
